"Consensus.lineage"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Taxonomy"	"Kingdom_r"	"Phylum_r"	"Class_r"	"Order_r"	"Family_r"	"Genus_r"	"Taxonomy_r"
"600"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Pla1 lineage;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Pla1 lineage"	"Pla1 lineageOR"	"Pla1 lineageOR"	"Planctomycetota"	-0.46	-0.06	0.17	0.29	0.29	0.29	-0.06
"601"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__S-70;f__;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"S-70"	"S-70OR"	"S-70OR"	"Planctomycetota"	-0.46	-0.06	0.17	-0.52	-0.52	-0.52	-0.06
"602"	"k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101 soil group;g__"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101 soil group"	"WD2101 soil groupFA"	"Planctomycetota"	-0.46	-0.06	0.17	0.43	0.43	0.43	-0.06
"603"	"k__Bacteria;p__Planctomycetota;c__Pla3 lineage;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"Pla3 lineage"	"Pla3 lineageCL"	"Pla3 lineageCL"	"Pla3 lineageCL"	"Planctomycetota"	-0.46	-0.06	-0.24	-0.24	-0.24	-0.24	-0.06
"604"	"k__Bacteria;p__Planctomycetota;c__Pla4 lineage;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"Pla4 lineage"	"Pla4 lineageCL"	"Pla4 lineageCL"	"Pla4 lineageCL"	"Planctomycetota"	-0.46	-0.06	-0.56	-0.56	-0.56	-0.56	-0.06
"605"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"Gemmata"	"Planctomycetota"	-0.46	-0.06	0.11	-0.18	-0.18	0.42	-0.06
"606"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"GemmataceaeFA"	"Planctomycetota"	-0.46	-0.06	0.11	-0.18	-0.18	-0.25	-0.06
"607"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Zavarzinella"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	"Zavarzinella"	"Planctomycetota"	-0.46	-0.06	0.11	-0.18	-0.18	0.07	-0.06
"608"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Isosphaerales"	"Isosphaeraceae"	"Aquisphaera"	"Planctomycetota"	-0.46	-0.06	0.11	0.25	0.25	0.25	-0.06
"609"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	0.21	-0.06
"610"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bythopirellula"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Bythopirellula"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	-0.08	-0.06
"611"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Cand. Anammoximicrobium"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Cand. Anammoximicrobium"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	0.47	-0.06
"612"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir2 lineage"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir2 lineage"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	-0.15	-0.06
"613"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir3 lineage"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir3 lineage"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	0.6	-0.06
"614"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4 lineage"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	0.37	-0.06
"615"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	-0.24	-0.06
"616"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"PirellulaceaeFA"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	-0.01	-0.06
"617"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	0.09	-0.06
"618"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	"Planctomycetota"	-0.46	-0.06	0.11	0.2	0.2	-0.26	-0.06
"619"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae;g__Gimesia"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	"Gimesia"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	0.23	-0.14	-0.06
"620"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	"GimesiaceaeFA"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	0.23	0.28	-0.06
"621"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"PlanctomycetalesOR"	"PlanctomycetalesOR"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	0.19	0.19	-0.06
"622"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Planctomicrobium"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	-0.1	0.23	-0.06
"623"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"RubinisphaeraceaeFA"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	-0.1	0.04	-0.06
"624"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	-0.1	-0.35	-0.06
"625"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Schlesneriaceae;g__Planctopirus"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	"Planctopirus"	"Planctomycetota"	-0.46	-0.06	0.11	0.14	0.11	0.11	-0.06
"626"	"k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"PlanctomycetesCL"	"PlanctomycetesCL"	"PlanctomycetesCL"	"Planctomycetota"	-0.46	-0.06	0.11	-0.53	-0.53	-0.53	-0.06
"627"	"k__Bacteria;p__Planctomycetota;c__vadinHA49;o__;f__;g__"	"Bacteria"	"Planctomycetota"	"vadinHA49"	"vadinHA49CL"	"vadinHA49CL"	"vadinHA49CL"	"Planctomycetota"	-0.46	-0.06	-0.35	-0.35	-0.35	-0.35	-0.06
"628"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"AcetobacteraceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.36	0.16
"629"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acidiphilium"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.09	0.16
"630"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acidocella"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.13	0.16
"631"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Rhodopila"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.07	0.16
"632"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Rhodovastum"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.09	0.16
"633"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.31	0.19	0.16
"634"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"AcetobacteralesOR"	"AcetobacteralesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.19	0.12	0.12	0.16
"635"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria Incertae Sedis;f__Unknown Family;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria Incertae Sedis"	"Unknown Family"	"Unknown FamilyFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.26	-0.29	-0.21	0.16
"636"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"AlphaproteobacteriaCL"	"AlphaproteobacteriaCL"	"AlphaproteobacteriaCL"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.41	-0.41	-0.41	0.16
"637"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AT-s3-44;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"AT-s3-44"	"AT-s3-44OR"	"AT-s3-44OR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.23	-0.23	-0.23	0.16
"638"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"AzospirillaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.32	-0.28	-0.46	0.16
"639"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	"Skermanella"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.32	-0.28	0.36	0.16
"640"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillales"	"AzospirillalesOR"	"AzospirillalesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.32	-0.29	-0.29	0.16
"641"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Inquilinaceae;g__Inquilinus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillales"	"Inquilinaceae"	"Inquilinus"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.32	0.11	0.11	0.16
"642"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.1	0.09	0.16
"643"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"CaulobacteraceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.1	0.09	0.16
"644"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.1	0.13	0.16
"645"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"CaulobacteralesOR"	"CaulobacteralesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	-0.07	-0.07	0.16
"646"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Henriciella"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.08	0.03	0.16
"647"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hirschia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Hirschia"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.08	0.04	0.16
"648"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"HyphomonadaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.08	0.06	0.16
"649"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Hyphomonas"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.08	0.11	0.16
"650"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"SWB02"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	0.08	0.07	0.16
"651"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Amphiplicatus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"Amphiplicatus"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	-0.09	-0.33	0.16
"652"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"Marinicaulis"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	-0.09	0.27	0.16
"653"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Parvularculaceae"	"ParvularculaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.09	-0.09	0.1	0.16
"654"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	"Defluviicoccaceae"	"Defluviicoccus"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.03	-0.47	-0.47	0.16
"655"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Defluviicoccales"	"DefluviicoccalesOR"	"DefluviicoccalesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.03	0.16	0.16	0.16
"656"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Dongiales"	"Dongiaceae"	"Dongia"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.12	-0.12	-0.12	0.16
"657"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Elsterales"	"ElsteralesOR"	"ElsteralesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.14	-0.14	-0.14	0.16
"658"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"HolosporaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.55	-0.55	-0.55	0.16
"659"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Fodinicurvataceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Fodinicurvataceae"	"FodinicurvataceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.29	-0.16	-0.16	0.16
"660"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"	"KiloniellaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.29	0.32	0.44	0.16
"661"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Limibacillus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"	"Limibacillus"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.29	0.32	-0.21	0.16
"662"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Pelagibius"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"Kiloniellaceae"	"Pelagibius"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.29	0.32	0.28	0.16
"663"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kiloniellales"	"KiloniellalesOR"	"KiloniellalesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.29	0.24	0.24	0.16
"664"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__Kordiimonadaceae;g__Kordiimonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kordiimonadales"	"Kordiimonadaceae"	"Kordiimonas"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.08	-0.12	-0.12	0.16
"665"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kordiimonadales"	"KordiimonadalesOR"	"KordiimonadalesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.08	0.1	0.1	0.16
"666"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	"MicropepsaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.07	0.07	0.04	0.16
"667"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micropepsales"	"Micropepsaceae"	"Rhizomicrobium"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.07	0.07	0.19	0.16
"668"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__NRL2;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"NRL2"	"NRL2OR"	"NRL2OR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.25	0.25	0.25	0.16
"669"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Cand. Captivus"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	"Cand. Captivus"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.63	-0.63	-0.27	0.16
"670"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__Paracaedibacteraceae;g__Cand. Paracaedibacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	"Cand. Paracaedibacter"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.63	-0.63	-0.63	0.16
"671"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculaceae"	"Parvibaculum"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.16	0.16	0.16	0.16
"672"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__PS1 clade;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"PS1 clade"	"PS1 cladeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.16	-0.15	-0.15	0.16
"673"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__EF100-94H03;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"EF100-94H03"	"EF100-94H03FA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.31	0.29	0.29	0.16
"674"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"PuniceispirillalesOR"	"PuniceispirillalesOR"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.31	0.29	0.29	0.16
"675"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"Reyranella"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.01	0.01	0.04	0.16
"676"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	"ReyranellaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	0.01	0.01	-0.01	0.16
"677"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__A0839;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"A0839"	"A0839FA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.03	0	0	0.16
"678"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amb-16S-1323;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Amb-16S-1323"	"Amb-16S-1323FA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.03	0.21	0.21	0.16
"679"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"BeijerinckiaceaeFA"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.03	-0.31	0.17	0.16
"680"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Bosea"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.03	-0.31	-0.04	0.16
"681"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	"Alphaproteobacteria"	-0.46	-0.53	0.16	-0.03	-0.31	0.5	0.16
